,theolscale,goodevil,endtimes2,cabal,paranormscale,ednumeric,female,black,hispanic,libdum,consdum,demdum,gopdum,polintnum,psc,trustind1,inteff,exteffic,RWA,imprelnum
750,2,2,2,1,3.5,4,1,0,1,0,0,1,0,NA,-0.634286623,1,5,4.5,1,2
751,3,4,2,5,3.5,4,1,1,0,1,0,1,0,4,-0.296912309,1,4.5,3.5,1,4
752,1,1,1,2,1,2,0,0,0,1,0,1,0,4,0.091059973,2,5,1.5,0,1
753,3,5,3,5,5,3,1,1,0,0,0,1,0,4,0.175953639,1,5,2,0.5,4
754,2,5,2.5,4,2.5,5,1,1,0,0,1,0,1,4,-0.095204283,1,4,1.5,1,4
755,3,5,3,5,5,3,1,0,0,0,1,1,0,4,-1.068031939,1,3,2,0.5,4
756,3,4,1,4,1.5,6,1,0,0,1,0,1,0,4,0.515744156,2,2.5,1.5,0.5,4
757,3,3,3,4,1,2,0,1,0,1,0,1,0,2,-1.780437694,1,3,3,1,4
758,3,2,2.5,5,4.5,2,0,0,0,0,1,1,0,3,0.319680069,1,4.5,1,1,4
759,3,3,2.5,2,3.5,1,1,0,0,0,0,1,0,1,-1.159634956,2,2.5,3.5,0.5,4
760,2.5,5,2.5,5,5,1,1,0,0,1,0,1,0,NA,-1.780437694,2,3,3,1,3
761,3,3,2,4,5,2,1,0,0,0,0,0,1,4,-1.367530683,2,3,3,1,4
762,3,2,3,4,3.5,5,0,1,0,0,1,1,0,4,1.040470149,1,5,1.5,1,4
763,3,5,2.5,5,3,5,0,1,0,0,0,1,0,3,-1.448749007,1,3.5,1.5,0.5,3
764,3,2,3,3,1.5,2,0,0,0,0,1,0,0,4,1.009980482,1,4.5,1.5,1,4
765,2,2,2,2,3,5,1,0,0,0,0,0,0,3,-1.532934646,1,2,3,0.5,4
766,3,2,2.5,4,2.5,4,0,0,0,1,0,1,0,4,0.944505063,2,4,4,1,4
767,3,3,2,3,4.5,3,1,0,0,0,0,0,0,3,-1.448749007,1,3,3,1,4
768,3,2,1.5,4,1.5,5,0,0,0,0,0,1,0,4,-0.262734055,2,3.5,2.5,0.5,2
769,3,5,1,5,2,2,1,0,0,0,0,1,0,3,-0.145932941,1,3,1,0.5,3
770,2.5,3,2,3,3,5,1,0,0,0,1,0,1,2,-1.448749007,1,2.5,3,0,3
771,3,3,3,3,4,3,0,0,1,1,0,0,0,4,0.298046322,1,3,3,1,4
772,3,3,3,4,2,2,1,0,1,0,0,0,1,3,-1.275132224,1,3,2,1,4
773,1,4,1,4,2,6,0,0,0,0,0,1,0,4,-0.192584874,2,3,2,0.5,1
774,3,5,2.5,4,4.5,2,1,0,0,0,1,1,0,2,-1.240853281,1,2.5,2.5,1,4
775,3,3,2,3,2,2,1,1,0,1,0,1,0,2,0.959251824,2,3,3,0,4
776,1,3,1,3,3,2,0,0,0,0,1,0,0,4,1.040470149,1,3,2,0,1
777,1.5,2,1.5,3,1,5,0,0,0,0,0,0,1,4,1.091198807,2,4,1.5,1,3
778,3,3,2,5,2,4,1,0,0,0,1,0,0,3,0.056047285,1,2.5,2,1,4
779,2,4,1.5,5,5,5,1,0,0,1,0,1,0,4,0.70153454,2,4,1.5,0.5,1
780,3,4,1.5,3,3.5,2,1,1,0,0,1,0,0,3,-1.04603224,1,2.5,2,1,2
781,1,2,1.5,4,1.5,3,1,0,0,0,0,0,0,1,-1.861656019,2,1,3,0.5,1
782,3,2,1,2,3.5,6,0,0,0,1,0,1,0,4,1.040470149,2,5,4,0,3
783,1,1,1,4,2,3,1,0,0,1,0,1,0,4,0.959251824,2,4.5,1.5,0,4
784,2,2,2,4,3,4,1,0,0,1,0,1,0,3,-1.448749007,2,2,2,0.5,3
785,3,4,2.5,4,2.5,2,0,0,0,0,1,0,1,4,0.692243115,1,4.5,2,1,4
786,1,2,1.5,4,3.5,5,1,0,0,0,0,1,0,4,-1.189468788,1,3,2,0,3
787,1.5,2,1,4,1.5,5,1,0,0,1,0,1,0,4,1.040470149,2,4,2,0,2
788,3,4,1.5,4,2.5,6,1,0,0,1,0,1,0,2,-1.63374395,2,2,2,0,2
789,1,2,1,3,4.5,5,0,0,0,1,0,1,0,4,0.70153454,2,5,4,0,1
790,3,3,2,3,1.5,2,0,0,0,0,1,0,0,4,0.156533116,1,4,3,1,4
791,3,4,2,3,4,6,1,0,0,0,0,1,0,4,0.105804458,1,3,1.5,0,3
792,3,3,3,4,3.5,4,1,0,0,0,1,0,1,4,-0.31278818,2,2.5,3,1,4
793,2,3,1,4,4.5,3,1,0,0,0,0,1,0,4,-0.77642385,1,2.5,2.5,0,2
794,1,3,1,4,1.5,5,1,0,0,1,0,1,0,4,1.040470149,2,4.5,3,0,1
795,1,1,1,2,2,6,1,0,0,1,0,1,0,3,0.605457795,2,4,4,0,3
796,3,3,2,4,2,2,1,1,0,1,0,0,0,3,-1.780437694,1,3,3,1,4
797,2,4,1.5,4,4.5,2,1,0,0,1,0,0,0,3,-0.533767298,2,4,3.5,0,1
798,3,4,2,3,4,2,1,0,0,0,1,0,1,3,1.040470149,1,3.5,1.5,1,4
799,3,5,2.5,5,4.5,3,1,0,0,1,0,0,1,3,-0.761415907,2,2.5,2,0,4
800,2,2,1,4,1.5,5,1,0,0,0,0,0,0,4,1.091198807,1,4.5,1,0,2
801,2,3,1.5,4,1,6,1,0,0,1,0,1,0,4,0.248651989,2,3,2,0.5,3
802,2,2,2,4,3,3,1,0,0,1,0,0,0,4,0.737404779,1,4,2.5,0.5,2
803,3,2,3,3,1,2,0,1,0,0,1,1,0,4,1.091198807,2,4.5,3.5,1,4
804,3,1,1.5,3,1,2,0,0,0,1,0,1,0,4,0.519820881,1,3,1,1,2
805,1,1,1,2,1,5,0,0,0,1,0,1,0,4,0.237751441,2,5,3.5,0,1
806,1,2,1,4,2.5,5,0,0,0,1,0,1,0,4,0.752263199,1,3.5,2,0,1
807,3,4,2,5,3.5,2,1,0,0,0,1,0,1,4,1.040470149,1,2,1,1,4
808,3,4,2,2,2.5,2,0,0,0,0,1,0,1,4,0.566472814,2,4,2,1,4
809,3,5,1,5,1,2,0,0,0,0,0,1,0,2,0.172278298,2,2,1,1,4
810,3,3,1,3,4.5,6,1,0,0,0,0,0,1,4,1.091198807,2,2.5,2,0.5,4
811,2.5,3,2.5,5,2.5,2,1,0,0,0,1,0,1,4,0.177371421,1,2.5,2,1,4
812,2.5,3,1.5,5,2,2,1,0,0,1,0,1,0,4,0.863286739,1,4,1,1,3
813,3,3,2,3,2,2,1,0,0,0,1,0,0,3,1.040470149,2,3,1,1,3
814,2,2,1,2,3,2,1,0,0,0,1,0,1,4,1.009980482,1,3.5,4,0,2
815,3,2,1.5,4,4.5,2,1,0,0,1,0,1,0,4,1.091198807,2,2.5,2,0.5,3
816,1,1,1,2,2.5,3,1,0,0,1,0,1,0,4,-1.199978922,1,4,3,0,1
817,3,4,3,4,2.5,2,1,0,0,0,0,0,1,4,-1.130217879,1,3,2,1,4
818,3,3,1.5,3,4.5,2,1,0,0,0,1,0,1,4,0.469092223,1,3,2.5,1,4
819,2,3,2.5,4,3,2,0,0,0,0,1,0,1,4,0.434525831,1,3,3,0.5,3
820,2,3,1.5,4,3,5,1,0,0,1,0,1,0,3,-0.523577053,2,3,2,0,2
821,3,4,1,3,4,2,0,0,0,0,1,0,1,4,0.545549371,1,4.5,3,0.5,4
822,3,3,2,5,2.5,2,0,0,0,0,1,0,1,4,0.959251824,2,3.5,1.5,1,4
823,2,4,2,4,2,2,0,0,0,0,1,1,0,4,1.040470149,1,2.5,1.5,1,3
824,1,4,1,4,1,6,1,0,1,1,0,1,0,4,0.81255808,2,4.5,4,1,1
825,1,1,1,1,2.5,3,0,0,0,0,0,0,0,4,0.469092223,1,4.5,3,0,3
826,3,2,2,2,1.5,6,1,0,0,0,1,0,1,4,0.711748775,2,4.5,3,0,4
827,3,2,1.5,4,3,3,1,0,0,0,1,0,1,4,0.692243115,2,2.5,2,0.5,4
828,1,3,1,5,1,6,1,0,0,1,0,1,0,4,0.81255808,2,4,5,0.5,4
829,3,2,1,5,2.5,6,1,0,0,0,0,0,0,3,1.091198807,2,4.5,1.5,1,4
830,1.5,2,1.5,2,4,3,1,0,0,0,1,0,1,1,-1.50786199,2,2,1,1,3
831,3,2,2,2,2,6,1,0,0,0,1,0,1,4,1.040470149,1,5,2,1,4
832,1,1,1,3,2,6,1,0,0,1,0,1,0,4,0.692243115,2,5,1.5,0,1
833,3,4,2.5,5,5,6,1,0,0,0,1,0,1,4,-0.023923715,1,5,1,0.5,4
834,2,3,1.5,3,4,6,1,0,0,1,0,1,0,4,0.237751441,1,3.5,3,0.5,2
835,3,5,2.5,5,2.5,5,1,0,0,0,1,0,1,4,0.287832087,1,2,1,0.5,4
836,3,5,3,5,4.5,5,1,1,0,1,0,0,1,4,-0.795567895,1,3.5,2,1,4
837,2,5,3,4,2.5,3,1,1,0,0,1,1,0,3,0.029910183,1,2.5,3,1,3
838,2.5,2,1,2,1.5,4,0,0,0,0,1,0,1,1,-0.227151266,2,2,4,1,2
839,3,3,2,2,3,2,0,0,0,0,1,0,0,4,0.81255808,2,3.5,2.5,1,3
840,3,2,2,3,3,5,1,0,0,1,0,1,0,3,0.959251824,2,4,2.5,0,4
841,1,1,1,4,1,3,1,0,0,1,0,1,0,3,0.959251824,2,2.5,2,0,1
842,2,1,1,1,5,3,1,0,0,1,0,1,0,4,-1.729709036,2,5,5,0,4
843,1.5,2,1.5,4,3.5,5,1,0,0,1,0,1,0,4,-0.145932941,2,3.5,2.5,0.5,2
844,3,5,3,5,2.5,3,0,0,0,0,1,0,1,4,1.040470149,2,5,4.5,1,4
845,3,4,2.5,5,3,3,1,0,0,0,1,0,1,2,-1.04603224,1,1.5,1,1,4
846,2,4,2,4,3.5,3,1,0,0,0,0,0,0,3,-0.584232497,1,2.5,3,0.5,3
847,3,1,1,4,1.5,2,0,0,0,0,1,0,1,4,1.091198807,1,4,2,1,4
848,2,2,1.5,2,4.5,3,0,0,0,0,1,0,1,4,0.469092223,1,4.5,4,0,3
849,3,2,2,4,3,4,1,0,0,0,1,0,1,4,1.091198807,1,3.5,1.5,0.5,4
850,3,2,2,2,3.5,5,1,0,0,0,1,0,1,4,0.41977907,1,5,2.5,0.5,4
851,3,5,1,4,4.5,6,1,0,0,1,0,1,0,3,-0.170617459,1,3.5,2,1,4
852,3,4,1.5,4,4.5,1,1,0,0,0,0,1,0,3,-0.96155672,1,2.5,2,0.5,2
853,3,2,2,4,3.5,5,1,0,0,0,1,0,1,3,0.287832087,1,4.5,2,0.5,4
854,1,4,1,5,4.5,5,0,0,0,0,0,1,0,3,-0.260928135,1,1.5,2.5,0,1
855,3,5,3,5,2.5,4,1,0,0,0,0,1,0,2,-1.583015292,1,2.5,1,1,3
856,2,2,2,4,1.5,2,0,0,0,0,0,1,0,4,0.359760667,2,2.5,1.5,0.5,3
857,3,4,2.5,5,3,1,1,0,0,0,1,0,1,4,-0.568811204,1,3.5,1,0.5,4
858,2.5,2,1.5,4,1.5,2,1,0,0,0,1,0,1,4,-0.040889286,1,2,3,0.5,4
859,3,3,1.5,2,1.5,3,1,0,0,1,0,1,0,3,-1.04422632,1,3.5,2.5,1,2
860,3,5,1,4,3.5,3,1,1,0,1,0,1,0,2,-1.375915007,1,1.5,3,1,1
861,3,4,3,2,2,2,0,1,0,0,1,1,0,3,0.504675012,1,3,4,1,4
862,1.5,1,1,5,4,3,1,0,0,0,0,0,1,2,-1.81092736,2,4,3,0,2
863,2,2,2,2,2,3,1,0,0,1,0,1,0,2,-1.50786199,1,3,2.5,1,4
864,2,3,2,3,3,5,1,0,0,0,1,0,0,2,-1.729709036,1,3,2,0.5,1
865,3,4,2.5,4,3,4,1,0,0,0,0,0,1,2,-1.664233617,1,3,2,0.5,4
866,3,3,1,2,1.5,5,1,0,0,1,0,0,1,3,-0.287418573,1,3.5,1,0,2
867,3,3,1.5,4,3,3,1,0,0,0,1,0,1,1,-1.448749007,1,2,2.5,0,4
868,2.5,3,1,4,5,5,1,0,0,1,0,1,0,2,-1.448749007,1,3,2,0,2
869,2.5,5,1.5,5,2.5,2,1,0,1,1,0,1,0,1,-1.159634956,1,3,2,0,1
870,3,3,2,3,2,3,0,0,0,0,1,0,1,1,1.091198807,1,3,3,0,3
871,2,5,1.5,4,3,5,1,0,0,1,0,1,0,4,-1.50786199,1,3,1,0,1
872,2,4,2,4,1,5,1,0,0,0,1,0,1,2,-1.81092736,1,2.5,3,1,2
873,1,3,1,3,1.5,2,0,0,0,0,0,0,0,4,1.040470149,2,3.5,2,0.5,2
874,3,3,2.5,3,3.5,3,1,1,0,0,0,1,0,2,-1.861656019,1,3,2,1,4
875,3,3,2,5,3.5,2,1,0,1,0,1,0,1,4,0.61578369,2,4.5,3,0.5,3
876,3,4,2,3,3.5,2,0,1,0,0,0,1,0,2,-1.458939252,2,2.5,3,0,4
877,2.5,5,3,5,5,5,0,0,0,1,0,1,0,4,-0.307102554,2,3,1.5,0,4
878,3,3,3,4,1,4,0,0,0,0,1,0,1,3,0.161950127,1,3,3,1,4
879,1,5,1,5,5,2,1,0,0,1,0,0,0,2,-0.489010661,1,5,1,0.5,1
880,3,1,1,4,2,5,0,0,0,1,0,1,0,3,-0.988080651,1,3,3,0.5,2
881,1.5,2,1.5,4,2.5,4,1,0,0,0,0,1,0,1,-1.583015292,2,1.5,2,0.5,2
882,3,4,2.5,5,4.5,3,1,1,0,1,0,1,0,3,-1.286201367,1,3.5,1,0.5,3
883,1,4,2,4,4,3,1,0,0,1,0,0,0,3,-0.629868033,1,1,2.5,0,2
884,2,3,2,3,2,2,1,0,0,0,0,0,1,NA,-0.292626685,1,3,3,1,1
885,3,4,3,3,2.5,3,1,0,0,0,1,0,0,1,-1.714962275,1,3.5,3.5,0.5,4
886,2,3,2.5,4,2.5,5,0,0,0,1,0,1,0,3,-0.023923715,1,3,1.5,0,2
887,2,3,2,3,3,2,1,0,1,0,0,0,0,2,-1.780437694,1,3,3,1,3
888,2,3,2,3,2,1,0,0,0,0,0,1,0,NA,-0.145932941,1,3,3,0.5,3
889,3,2,1,3,5,2,1,0,1,0,1,0,1,3,0.212678786,2,4.5,3,0.5,4
890,3,2,2,5,2.5,5,1,0,0,0,1,0,1,4,0.409841313,2,4.5,1,0,2
891,1.5,4,1.5,4,1,5,0,0,0,0,0,1,0,1,-1.780437694,2,1.5,2,1,2
892,3,2,2.5,3,1,2,0,1,0,1,0,1,0,3,-0.43867014,2,3,5,1,4
893,3,3,2.5,3,5,2,1,1,0,1,0,0,0,2,-1.861656019,1,3,3,1,3
894,3,4,1,4,3.5,2,1,0,0,0,0,0,0,3,-0.650706338,2,2.5,3,0,3
895,1.5,2,1,3,4,5,0,0,0,0,1,0,1,3,0.297686387,2,4,2,0,2
896,3,5,3,5,2,3,1,1,0,0,0,1,0,4,0.515744156,1,3.5,1,1,4
897,2.5,1,2,2,3.5,3,0,0,0,0,0,0,0,4,1.040470149,2,3,2,0.5,2
898,3,4,1,2,2.5,1,1,0,0,0,0,0,0,2,0.115298194,1,3,4,0.5,4
899,2.5,4,1.5,4,4,3,1,0,0,0,0,1,0,3,-1.861656019,1,3,4,0.5,1
900,3,4,2,3,3.5,3,1,0,0,0,0,1,0,1,-1.448749007,2,3,3,0.5,4
901,2,2,2,4,3.5,3,1,0,0,1,0,0,1,1,-1.81092736,1,1,3,0,1
902,3,2,1.5,4,3.5,5,1,0,0,0,1,0,1,3,-0.607762691,2,4,3,1,4
903,3,2,3,2,3.5,5,0,0,0,0,0,0,1,3,0.037133114,2,4.5,4.5,0.5,4
904,1,3,2,5,3,3,0,0,0,1,0,1,0,3,-1.714962275,2,2,1,0.5,1
905,3,2,2,5,5,2,1,0,0,0,1,0,1,3,-1.861656019,2,4,1.5,1,4
906,2,2,1,4,2.5,3,0,0,0,1,0,1,0,1,-0.11488468,2,4,1.5,0,3
907,3,2,2.5,3,4.5,4,1,0,1,0,1,1,0,1,-1.729709036,1,3,3,0.5,3
908,1,4,1,4,1.5,5,0,0,1,1,0,1,0,2,-0.37384501,1,3,3,0.5,1
909,3,2,2,2,3,5,1,1,0,1,0,1,0,3,-0.11488468,2,4.5,4,0.5,3
910,3,3,3,5,4,5,1,1,0,1,0,1,0,2,-1.63374395,2,2.5,3,1,4
911,3,3,1.5,3,4.5,2,1,0,0,0,0,1,0,3,-1.356350548,1,3,3.5,1,3
912,3,2,2,2,3,3,0,1,0,1,0,1,0,2,-0.130787072,1,1,2,0,4
913,1.5,2,1,2,5,5,0,0,0,1,0,0,0,4,1.091198807,2,3.5,1.5,0,3
914,3,4,1,5,2,5,0,0,0,1,0,1,0,4,-0.362387728,1,5,1,0.5,3
915,3,3,1.5,3,4.5,2,1,0,0,0,1,0,1,3,0.016294809,1,2,2,0,2
916,3,3,2.5,5,4,2,1,0,0,0,0,1,0,4,0.504675012,2,2.5,2,0,4
917,2,4,2,5,5,2,0,0,0,0,0,0,0,1,-1.861656019,1,1,2,1,1
918,2,4,1,4,2.5,4,0,0,0,0,0,1,0,1,-1.583015292,1,2,1.5,1,2
919,3,1,2,3,4,3,0,0,0,0,0,0,0,1,-1.780437694,2,2,1.5,0.5,4
920,2.5,4,1.5,4,3.5,3,0,0,0,0,1,1,0,3,-0.242665521,1,3,2,0,3
921,2,2,1,2,1.5,5,0,0,0,0,1,0,1,4,1.040470149,2,4,4,0.5,2
922,1.5,3,1,4,3,3,1,0,0,1,0,1,0,4,0.348303385,2,3.5,3,0.5,1
923,3,2,2,3,1.5,6,0,1,0,1,0,1,0,4,0.893776405,2,3.5,4,1,4
924,3,5,2,3,4,2,1,0,0,0,0,0,1,NA,-1.448749007,2,3,3,1,4
925,1,3,2,1,1,1,0,0,1,1,0,0,0,3,0.73258708,1,3,4,0.5,3
926,3,1,2,2,1,3,1,0,1,0,0,0,0,4,-0.064923515,1,2.5,1,1,4
927,3,5,3,5,1,5,1,1,0,0,1,1,0,3,-0.241507613,1,5,5,1,4
928,3,4,2.5,3,3.5,2,1,0,0,0,1,0,1,3,0.81255808,1,3.5,2.5,0.5,4
929,1.5,4,2,1,1,2,0,0,1,0,0,0,0,1,-1.861656019,1,1.5,4,1,2
930,3,4,2.5,3,2,2,1,1,0,1,0,1,0,1,-0.167512219,1,3,3,1,4
931,2,5,2.5,3,4,2,0,0,0,0,1,0,0,3,-1.729709036,1,2,2,1,3
932,3,4,3,4,1.5,2,1,0,0,0,1,0,1,3,-0.020050981,1,2,2.5,1,4
933,3,3,2.5,4,4,2,0,1,0,0,0,1,0,2,-1.780437694,1,2.5,3,1,4
934,3,1,2,4,1,5,0,0,0,0,1,0,1,2,0.322647382,2,2.5,3.5,1,4
935,3,2,1.5,2,4.5,2,1,0,0,1,0,1,0,3,-1.013736654,2,2,2,0,4
936,3,4,3,5,3.5,1,1,0,0,0,1,0,0,2,-1.336930026,2,2,3,1,4
937,3,3,1.5,3,3.5,3,0,0,0,1,0,0,0,1,-1.780437694,1,2.5,3,1,2
938,1,2,2,3,2,2,0,0,0,0,0,0,0,2,-1.861656019,1,2,1,0.5,2
939,2.5,4,3,4,5,2,1,0,0,0,0,0,0,2,-1.861656019,1,3,2,0.5,3
940,3,5,2,5,2,2,1,0,0,0,0,0,1,2,-1.151056184,1,3.5,2,1,3
941,3,5,3,5,5,1,1,0,0,0,0,1,0,NA,-1.780437694,1,4,1,0.5,2
942,3,5,2.5,3,5,2,1,0,0,0,0,0,0,1,-1.81092736,1,3,1,1,2
943,3,1,1.5,2,2,5,0,0,0,0,1,0,1,3,-0.766233606,2,4,4,0.5,4
944,2.5,3,2,3,2.5,2,1,0,0,0,0,0,0,1,-1.81092736,2,1.5,3,0,2
945,3,3,2.5,4,1.5,5,0,0,1,0,0,0,0,1,-0.11488468,2,2,1.5,0.5,3
946,2.5,1,1.5,1,1,1,1,0,1,0,1,0,1,NA,0.55540367,1,3,3,0.5,3
947,2.5,4,1.5,2,4,2,1,0,1,1,0,0,1,3,-0.840205009,1,2.5,3.5,0,4
948,3,5,1,5,5,2,0,0,0,1,0,0,1,4,0.113027389,2,2.5,1.5,0.5,4
949,2,3,1,3,3,5,0,0,0,1,0,1,0,4,0.81255808,2,5,4,0,1
950,3,3,2,3,3.5,2,1,0,0,0,1,1,0,2,-1.120027634,1,3,1.5,0.5,3
951,3,4,2.5,3,5,2,0,0,0,0,1,0,1,3,-1.583015292,1,3,4.5,1,4
952,2.5,5,2,4,2.5,2,1,0,0,0,0,1,0,3,-1.120027634,1,1.5,2,1,3
953,2,2,1.5,4,3,3,1,0,0,0,1,0,1,4,0.261991938,1,3,2,0.5,2
954,3,4,2,4,1.5,2,1,0,0,0,1,0,1,3,-0.241898027,1,2,1.5,1,4
955,3,3,2.5,4,3,2,1,0,0,0,1,0,0,2,-0.192584874,2,2.5,4,1,4
956,3,3,1,3,3.5,2,0,0,0,0,1,1,0,2,-0.096508129,2,4,3,0.5,2
957,3,5,2.5,4,4,2,1,0,0,1,0,0,1,1,-1.81092736,1,2,1,0.5,3
958,2.5,4,1,4,3.5,2,1,0,0,1,0,1,0,3,0.369050412,2,2.5,2,0.5,2
959,1,3,1,3,1,5,0,0,0,0,1,0,1,4,0.504675012,2,4.5,2,0,1
960,2,3,2,3,2.5,2,1,0,0,0,1,1,0,2,-0.37384501,1,2.5,2.5,0.5,4
961,3,2,2,2,4.5,5,0,1,0,1,0,1,0,3,0.515744156,2,4,2.5,1,4
962,3,3,2,3,4,2,1,0,0,0,0,0,0,NA,-1.780437694,1,3,3,0.5,3
963,3,4,2,4,3.5,2,1,0,1,0,1,1,0,4,0.737404779,1,2,2,0.5,4
964,3,1,1.5,4,2.5,5,0,0,0,0,1,0,1,2,0.41977907,2,4.5,2.5,0.5,3
965,2,2,1,2,3,2,0,0,0,1,0,1,0,3,-0.17970981,2,3,2.5,0,2
966,2,4,2,5,3,3,1,0,0,0,0,1,0,1,-0.84280469,1,1,2.5,0,1
967,2,4,2,5,3,2,1,0,0,0,0,0,0,1,-0.836442254,1,1,1.5,1,2
968,3,3,3,3,3,1,1,1,0,0,0,1,0,2,-0.640058278,1,3,3,1,4
969,3,3,3,3,3,3,1,0,0,0,1,0,1,2,0.056047285,1,1.5,1,0.5,4
970,3,5,3,4,2.5,3,0,0,0,0,1,0,0,2,-0.644614793,1,2.5,2,0.5,4
971,3,4,2,3,2,2,1,0,0,0,0,1,0,3,0.040329039,1,3.5,3.5,1,4
972,3,3,2,5,2,2,1,0,0,0,1,0,1,4,0.41977907,1,3,1,1,4
973,3,4,2,3,3.5,2,1,0,0,0,0,0,1,2,-0.812144566,1,1.5,1.5,1,4
974,2.5,4,2,2,2.5,2,1,0,0,0,0,0,0,4,0.454594365,1,2,4,1,4
975,3,4,2.5,5,4,2,0,0,0,0,0,0,0,2,-0.37384501,1,2,2,1,4
976,3,3,1.5,4,1,2,1,0,0,0,1,0,0,3,-0.725833118,1,3.5,3,1,3
977,2,3,2,4,2.5,2,0,0,0,0,1,0,1,4,0.554840797,2,2.5,1,0.5,3
978,3,4,2,3,2.5,2,1,0,1,1,0,1,0,1,-0.717310867,2,1.5,2,0.5,3
979,3,4,3,4,4.5,2,1,1,0,0,1,1,0,4,-1.861656019,1,4.5,2,1,4
980,3,4,2,4,3.5,3,0,0,0,0,0,0,0,3,0.566472814,2,3.5,1,0.5,3
981,3,4,2.5,4,4.5,2,0,0,0,0,1,0,1,4,1.009980482,1,4,2,1,3
982,3,4,2,4,4,2,1,0,0,1,0,0,0,3,-0.116783561,1,2,1,0.5,3
983,3,4,2.5,3,5,3,1,0,0,0,1,1,0,4,0.18317657,2,2.5,1,0.5,2
984,2,3,1.5,3,3,5,1,0,0,0,0,0,0,2,-1.664233617,2,1,2,0.5,2
985,3,4,1,3,3.5,6,1,0,1,0,0,0,0,4,0.111896002,1,4.5,3,0.5,4
986,3,3,2.5,4,3,2,0,0,0,0,1,0,1,4,1.009980482,2,4.5,1.5,1,4
987,3,4,1.5,4,3,2,0,0,0,1,0,0,1,4,0.70153454,1,3.5,2,1,4
988,3,4,3,3,2.5,1,0,1,0,0,1,1,0,2,-1.780437694,1,3,2.5,1,4
989,3,3,2.5,3,2,2,0,0,0,0,1,0,1,4,1.091198807,1,2.5,2.5,1,3
990,3,4,2.5,3,4.5,1,1,1,0,0,0,0,0,2,-1.714962275,1,1.5,3.5,0.5,3
991,3,4,2.5,4,2.5,1,1,1,0,0,0,1,0,3,1.040470149,1,3,2,1,4
992,3,5,3,5,3,4,1,1,0,0,1,0,1,3,0.515744156,2,3,3,1,4
993,3,4,2.5,3,3,2,1,1,0,0,0,1,0,3,-1.861656019,1,2.5,3,1,4
994,2.5,4,1,3,2.5,6,1,1,0,0,0,0,0,4,0.959251824,1,3.5,2,0.5,4
995,1,2,1,4,1.5,5,0,0,1,1,0,0,0,4,1.040470149,2,4,2,0,1
996,3,4,3,5,2.5,2,1,1,0,1,0,1,0,2,-0.094813869,1,2,2,1,4
997,3,4,1.5,2,1.5,2,1,0,1,0,0,1,0,3,0.515744156,1,2.5,2,1,4
998,1,3,2,3,2,2,1,0,1,0,1,1,0,2,-0.262734055,2,3,3,0.5,4
999,2,2,1,3,2.5,2,1,1,0,0,0,1,0,4,1.091198807,1,4,2,0,4
1000,3,3,3,3,3,2,1,1,0,0,0,0,0,1,-1.861656019,1,3,3,0,3
